text,intent
where's a good place to get some grub,unknown
i need you to set an alarm for 8am tomorrow,reminder
peace out,small-talk
what name should i use to call for you,unknown
can you call my cellphone,action-item
take paper towels off of my shopping list,action-item
i want to take the 8am meeting with sam on monday the 5th off my calendar,reminder
thanks for your cooperation,small-talk
how come i got declined,unknown
how does scheduling a meeting work,reminder
i really thank you,small-talk
take toilet paper off my shopping list and add paper towels,action-item
i want to use spanish as my language,action-item
i need a good joke about office parties,small-talk
it was great to talk to you,small-talk
set an alarm to wake me up at 5:30am,reminder
"is it possible for me to take a pto for two days, starting february 7",reminder
what's 12 feet in meters,unknown
i need anyone who can help me pay my electric bill,unknown
please set a timer for 6 minutes,reminder
i'd like to get soda while i'm out; add it to my shopping list,action-item
i need an alarm to go off tomorrow at five fifteen,reminder
please help me in finding my phone,action-item
is everything ok today,small-talk
"i lost my phone, can you help me find it",action-item
i wanna find a hotel with good reviews in phoenix,action-item
please set a meeting with nancy at 4 pm,reminder
what things are there to do in kentucky,unknown
ai how are you doing today,small-talk
remove from calendar jesse's bbq on june 9th,reminder
I feel define the meaning of life for me,emotional-support
many thank,small-talk
what is the song that is currently playing,unknown
take work from my calendar for may 7th,reminder
tell me what the point of life is,emotional-support
"can you tell me how to say 'i do not speak much spanish', in spanish",action-item
i need the language set to swahili,action-item
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,action-item
i need to find out do you know if zeus does reservations,unknown
can you please slow down,unknown
tell me how to request vacation,reminder
what do you think will be the result of my federal tax return,unknown
"is the milk on the shopping list if not, please add",action-item
get me a meeting with bill for 5:30pm tomorrow,reminder
i am unable to remember what my pin is for my bank of america checking account,unknown
why did you decline my card at sfo,unknown
you have my sincere gratitude,small-talk
i need to know how to jump start my car,unknown
you can call me cindy,small-talk
please track my package,unknown
"send my current location to steve, please",unknown
Today i wanna know the point of life,emotional-support
set a 1 minute timer,reminder
where can i find my rewards for my chase card,unknown
where were you born,small-talk
i would like to hear something funny,small-talk
what is today's fun fact,unknown
can you give me the answers in italian instead of english,action-item
when did i get my last oil change,unknown
could you transfer $x from saving to checking,action-item
make sure april 1 is clear on my calendar,reminder
what's your place of manufacture,small-talk
tell me a joke about rats,small-talk
how do i get my paycheck into direct deposit at nations bank,unknown
can you schedule a meeting with james at the office,reminder
do i have anything on my schedule for april 15,reminder
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,action-item
reserve a table for 4 at red lobster under the name dave at 7:30pm,action-item
how long do i have before frozen chicken will go bad,unknown
i'd love to hear a joke,small-talk
I feel i gotta know the meaning of life,emotional-support
i would i say subway if i were english,action-item
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,action-item
transfer 200 dollars from paypal to savings,action-item
can you find my cellphone,action-item
can i get you to change your language setting to russian,action-item
set an alarm for 5am,reminder
slow your speech,unknown
"in brooklyn, i need a hotel room for 4 from 3/15 until 3/20",action-item
"talk to you soon, bye!",small-talk
please tell me the routing number for my wells fargo account,unknown
i need to know what kind of gas to put in this car,unknown
it was nice to get in touch,small-talk
tell me where to send my resume in order to get a job at delta airlines,unknown
google find out what health plan i am under,unknown
share the nutrition info for spaghetti with me,unknown
what gas does this car need,unknown
tell me what is on my calendar for may 3,reminder
help me find a well reviewed hotel in dallas,action-item
how much money did i spend on tent equipment four hours ago,unknown
what name do you call me by,unknown
Sometimes do you know what the meaning of life is,emotional-support
Recently i need you to tell me the meaning of life,emotional-support
what's your nationality,small-talk
can you tell me the drive time to the nearest gas station,unknown
what is the electricity bill,unknown
tell me a joke about politicians,small-talk
take me to the nearest dairy queen,unknown
"please make a reservation for me: party of two, february 22nd at chili's, two in the afternoon",action-item
what day did i set on my calendar for the first day of school,reminder
"please set two alarms, one at 12 pm and the next at 1 pm",reminder
who's your creator,small-talk
yo,small-talk
id like a room in jacksonville near the stadium between january 1st to 3rd,action-item
tell me the time in california,unknown
salutations!,small-talk
tell me about my american express application; did it go through,unknown
read the phone number for mom in my phone contacts,unknown
tell my bank that i will be taveling to south korea,unknown
"yeah that's right, so true",unknown
is there meaning in life,emotional-support
please set a 4 minute timer,reminder
please set the timer for me,reminder
tell me your brand,small-talk
can you locate my w-2,unknown
when was my last payment,unknown
is kaya very busy at 5 pm,unknown
set a timer to go off in 5 minutes,reminder
can you put oranges on my shopping list,action-item
what should i use the points from my credit card on,unknown
are you currently a pet owner,unknown
"thank you for chatting with me, bye",small-talk
make an eft to my savings from my checking account,action-item
"I feel what's the point of life, anyways",emotional-support
tell me who programmed you,small-talk
write down appointment for tomorrow on my calendar,reminder
i would like a reorder of checkbooks for my home equity line of credit with chase,unknown
what do i need to do if i want to ask for vacation time,reminder
people call me brad,small-talk
Sometimes i gotta know the meaning of life,emotional-support
the name you should call me is janet,small-talk
remove jake's birthday on march 22,reminder
what kind of things can i ask the ai,small-talk
text my boss for me and tell them i will be a little bit late,unknown
tell me what's on the calendar for saturday,reminder
just call me dennis,small-talk
do you know what the meaning of life is,emotional-support
do i need to get shots before i go to kenya,unknown
Recently why are humans on earth,emotional-support
"now that i have a new job, i need getting my 401k rolled over",unknown
there's a messed up transaction on my account from mcdonald's,unknown
where is my cellphone,action-item
could you track an order for me,unknown
please switch $s checking to mortage,action-item
what subjects do you like,small-talk
timer 10 minutes,reminder
i need ten dollars sent from b of a to washington mutual,action-item
tell me the visa card credit limit,unknown
"please add milk on my shopping list, if it is not already on it",action-item
has my time off request been approved yet,unknown
who is your employer,unknown
i want to report fraud on my american express,unknown
change to female voice,unknown
tell me my phone's location,action-item
what was the last thing i purchased,unknown
give me a 10 minute timer,reminder
set my alarm for six tomorrow morning,reminder
Sometimes say what the meaning of life is,emotional-support
what's the minimum i can pay on my sewer bill,unknown
what did you ask again,unknown
what can you do to make yourself useful,small-talk
can you see if you can track where my luggage is,unknown
how do they say tacos in mexico,action-item
my name is steve,small-talk
i can't find any of my luggage!,unknown
what's the damage on my federal tax return,unknown
can you tell me my current interest rate,unknown
let's flip a coin i choose heads,unknown
how can i say thank you in spanish,action-item
are you from the uk,small-talk
"you can remove the brithday party from my calendar fpr january 15, 2019",reminder
could you freeze my account now,unknown
i want to hear anything you have that's funny,small-talk
do my tires seem too low on air,unknown
include asparagus on the list,action-item
what will be the weather tomorrow,unknown
no thanks,unknown
"well, i guess maybe",unknown
i'm looking for a back and forth flight from lax to portland for w to sunday,action-item
Sometimes research the meaning of life,emotional-support
i need to find new insurance,unknown
set an alarm for 9pm please,reminder
please remove fishing from my calendar for soccer,reminder
how can i use you,small-talk
I feel tell the meaning of life,emotional-support
make a reservation for tuesday at 7:00 pm at cielo for 2,action-item
what makes life have any meaning,emotional-support
Sometimes what do you know about the meaning of life,emotional-support
i would like to transfer $100 from my checking to saving account,action-item
tell me how to say hello in chile,action-item
thanks for talking to me,small-talk
open meeting rooms from one to three pm,reminder
"on my shopping list, remove eggs",action-item
show me what one should do to get ahead in a tech corporation,unknown
what kinds of things can i ask you,small-talk
could you schedule a meeting with john smith at 1 pm tomorrow,reminder
what if you need to get a new credit card,unknown
how many of my vacation days do i have remaining,unknown
Sometimes do you think being alive has any meaning,emotional-support
can you tell me what kind of life form you are,unknown
how can i change your response language,action-item
"ai, how long have you been working",unknown
who was your inventor,small-talk
remove carrots from my shopping list and add soda,action-item
what is there to do besides drink in germany,unknown
please make your language setting french,action-item
i would like help moving money from one account to another,action-item
do my task list have call kath on it,action-item
"later, thanks for chatting",small-talk
how would i say thank you if i were russian,action-item
are there any exciting tourist things to do in boston,unknown
find a good recipe for meatloaf,unknown
what hotels have decent reviews in bangor,action-item
where is the closest subway entrance to me to go to brooklyn,unknown
"how do i get my pin number, i forgot mine",unknown
under the name zebee book a reservation at the xenophobe for 3,action-item
is it possible to talk to you in mandarin,action-item
inform me on the directions to jump start my car,unknown
how many teaspoons is one tablespoon,unknown
set a 3 minute timer,reminder
Today what is life’s meaning,emotional-support
what is the way to say thank you in spanish,action-item
meeting room availability from 8:00 please,reminder
change the ai name to a new one,unknown
please pay electric bill,unknown
how do i change my credit limit,unknown
for checkbooks can i order them for my chase account,unknown
i believe it looks like my luggage has disappeared,unknown
can you translate where's the bar into irish for me,action-item
can you translate good bye into russian for me,action-item
false for sure,unknown
how much money do i bring in,unknown
i had fun speaking with you,small-talk
i was at trader joe's trying to buy groceries and my card got declined,unknown
can we wire some money over to the other account i have,action-item
please tell me what i can expect my bank of america interest rate to be,unknown
can you find me a hotel for 2 people on april 1st to 4th in rome,action-item
i want an alarm set,reminder
what does my to-do list consist of,action-item
reserve table for 5 at red robin under the name sara at 3,action-item
Today whats lifes meaning exactly,emotional-support
how do you say hello in mexico,action-item
can i fly from atlanta to san francisco for less than 100 dollars,action-item
what's the business that caused you to be made,small-talk
i like to be called mikey,small-talk
"you can remove the field trip from my calendar for march 12, 2019",reminder
how would they say butter in zambia,action-item
Today what do you think we are on earth for,emotional-support
how's it going with you,small-talk
does my tv need a socket conveter in ny city,unknown
tell me something funny,small-talk
show me a beef recipe,unknown
are you from the us,small-talk
when can i put a pto request in for feb 22 to march 1,reminder
tell me what my calendar looks like for april 13,reminder
set a timer for two minutes,reminder
is there any meaning to being alive,emotional-support
what reservations are available for 3 people at the xenophobe,action-item
set my alarm for 6am tomorrow,reminder
what is the meaning of my life,emotional-support
read my friend's text message,unknown
by which company are you designed by,small-talk
what ingredients are present in marshmallows,unknown
can you see if paying garbage bill is on my todo list for this week,action-item
please speak in tagalog,action-item
i need to know when my electricity bill is due,unknown
i have to report fraudulent activity on my bank of the west card,unknown
Today what is the real meaning of life,emotional-support
is there really an answer to the meaning of life,emotional-support
i go by stefan,small-talk
add a doctor's appointment to my calendar for friday,reminder
on the tv,unknown
would you book me a flight to miami from dallas on southwest airlines,action-item
"can you tell me what's on my calendar for march 05, 2019",reminder
can you talk in spanish,action-item
i believe there are fraudulent charges on my card how can i report them,unknown
i need to switch to the male voice,unknown
is event on my calendar,reminder
can you talk to me in french,action-item
"Today right now, i need to know the meaning of life",emotional-support
let me know my march 2 calendar,reminder
Recently what is our purpose,emotional-support
list out my shopping list for me,unknown
help locate my phone,action-item
Recently is there any meaning to being alive,emotional-support
I feel help me figure out the meaning of life,emotional-support
can you tell me what my calendar is like for thursday the 14th,reminder
i need a clear calendar for april 15,reminder
"if i'm heading to the mall at 5:00, what will the traffic be like",unknown
"i need meeting rooms between 9:00 am and 11:00 am, are there any available",reminder
you did a good job thank you,small-talk
"reserve a meeting room for friday, 5pm",reminder
when did my car get serviced last,unknown
tell me a pun,small-talk
i have to transfer ten dollars from my bank of america account to my capital one account,action-item
have i added anything to my todo list,action-item
remind me to buy bread next time i go shopping,action-item
get reservations at olive garden for two at 7:00pm under michael,action-item
"i don't like that, no",unknown
set an alarm for 235pm and another an hour later,reminder
add cherrios to the shopping list,action-item
would you add bananas to my shopping list as i am out,action-item
Today what's the purpose of life,emotional-support
does my calendar include an event called shana's baby shower,reminder
can you tell me this song,unknown
speak german,action-item
can i substitute lemon juice for lime juice,unknown
hello how's it going,small-talk
what is spanish for good morning,action-item
remove corn from my shopping list,action-item
i'm looking to call a group,unknown
the name is nick,small-talk
can i make a reservation for 6 pm on the 21st at sidetracks,action-item
text mark and tell him to leave now,unknown
tell me a joke about baseball,small-talk
"in spanish, meet me tomorrow is said how",action-item
Today i want to know what the purpose of life is,emotional-support
define sonogram,unknown
Recently what is the real meaning of life,emotional-support
can i have you call me something else,small-talk
my name is brad,small-talk
what day it today,unknown
"i need my phone, but can't find it",action-item
what are delta's carry-on restrictions,unknown
can i substitute milk for water,unknown
what do i have going on march 2nd on my calendar,reminder
is there a barbecue restaurant around here,unknown
I feel what's the purpose of existence,emotional-support
Today how do i find the meaning of life,emotional-support
add a vet appointment for 5 pm on saturday,reminder
what do the ratings say for black bear diner,unknown
"between october 7th and october 10th, i'd like for there to be a pto request for me",reminder
how high does my sat score need to be to get into harvard,unknown
decrease your decibel level,unknown
assist me by setting my alarm for 9:00 and another for 11:00,reminder
do you need shots before going to russia,unknown
tell me your thoughts about the meaning of life,emotional-support
"is it snowing right now in richmond, va",unknown
see you later!,small-talk
Today is there meaning in life,emotional-support
what date were you created on,unknown
can you give me an overview of what march 23 will look like for me,reminder
what is life all about,emotional-support
hi there,small-talk
what am i able to ask the ai,small-talk
for the holidays when is the next one we do here,unknown
i want the next song played,unknown
"yesterday, my card was declined",unknown
tell me something funny about rats,small-talk
whats 5 feet in inches,unknown
Today do you have any ideas on the meaning of life,emotional-support
i need to book a flight from texas to new york on may 25th and returning on the 28th,action-item
have a good day,small-talk
"Honestly, help me figure out the meaning of life",emotional-support
find the names of all the rain forests located in south america,unknown
get me a flight from ft lauderale to houston on southwest,action-item
locate my phone please,action-item
need a place to crash in elizabeth near the refinery from june 4th until the 9th,action-item
how do i do a jump start on my car,unknown
what is the total number of days that i have taken off work since january,unknown
can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,action-item
want 5 minute timer,reminder
"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",action-item
take the event called surprise party off my calendar for june 2,reminder
i'm seeking a full circle flight from msy to msp for w to june 7,action-item
"hey, what's up",small-talk
can you tell me something funny about science,small-talk
are things going well for you,small-talk
tell me what is on my calendar for april 1,reminder
how many rooms are available between 2 and 3,reminder
how the bus moves,unknown
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,action-item
add oranges to my to do shopping list,action-item
Today can you tell me about the meaning of life,emotional-support
could you translate water into dutch for me,action-item
do i have milk on my shopping list please add it if it is not,action-item
thanks a lot,small-talk
can you explain a good risk strategy to me,unknown
adjust your language setting to english,action-item
"help me, i don't know where my phone is",action-item
is vacuuming on my todo list,action-item
tell my bank i am taking a trip to brazil from june 1st to july 1st,unknown
can you book me a place to stay in denver from wednesday to friday,action-item
tell me the easiest way to set up direct deposit of my paycheck to my chase account,unknown
what is my checking account balance at chase,unknown
please make a reservation for 2 at olive garden for 5 pm today,action-item
i need to have a timer for 10 minutes,reminder
i'd like to hear a joke about donkeys,small-talk
what have i spent on fast food recently,unknown
"Honestly, what do people say life means or the meaning is",emotional-support
I feel is there a reason beyond biology about why humans are alive,emotional-support
please create a new alarm for me,reminder
i want you to call me something else,small-talk
how do you say goodbye in spanish,action-item
please transfer $5000 to money market from checking account,action-item
can you assist me in moving money from one account to another,action-item
when is my next paycheck due,unknown
hiya!,small-talk
how can up my credit limit,unknown
set a reminder for me to do this in a bit,unknown
retrieve events on my calendar,reminder
I feel define the meaning of life,emotional-support
make an alarm for me,reminder
has flight dl123 arrived yet,unknown
do you know the calorie content of a strip of bacon,unknown
see you soon,small-talk
i enjoyed speaking with you,small-talk
Sometimes would you let me know what is the point of life,emotional-support
remove milk and add eggs to my shopping list,action-item
please inform me what is showing on my calendar for the 17th of march,reminder
"what time is it in las vegas, nv",unknown
do i need vaccinations to travel overseas,unknown
i'd like to schedule some pto from 2/22 to 2/25,reminder
timezone of cuba,unknown
you need to help me find my cellphone,action-item
let's do a personal pto request for the dates may 12th to may 15th,reminder
I feel what do you think life is really about,emotional-support
take fresh carrots off my shopping list,action-item
i need to know everything on my to do list currently,action-item
"can you tell me how i would say, 'more bread please' in french",action-item
this song needs to be added to my country music playlist,unknown
set me an alarm right now,reminder
do i have cheese on my shopping list if not please add it,action-item
does cowgirl creamery in san francisco take reservations,unknown
"march 20th through the 22nd, please book me a hotel room in manhattan big enough for 10 people",action-item
you are so nice to think of me,small-talk
do you know any good jokes about zebras,small-talk
"if you were to call a place your beginning, your home start, where would that be",small-talk
where did you come from,small-talk
what is tuesday like on my calendar,reminder
whats the cars fuel mileage like,unknown
i need you to book a reservation for 8 pm at red robin under the name kevin,action-item
please assist me by making a pto request for march 11-18,reminder
"Honestly, what's the point of life, anyways",emotional-support
what is on my schedule for tomorrow,reminder
what is the underlying purpose to life,emotional-support
search all movies created by disney in the 1980's,unknown
book a flight from denver to austin on the 16th and returning on the 20th,action-item
i want to hear doctor jokes,small-talk
do you know my credit rating number,unknown
please add alarms at 430am and 1030am,reminder
what do you know about lifes meaning,emotional-support
can you take carrots off my shopping list and add soda,action-item
i'm grateful for the assistance,small-talk
where should i spend my time off,unknown
please throw this song onto my cleaning playlist,unknown
book a reservation for 3 at xenophobe under the name zebee,action-item
do you have any monkey jokes,small-talk
check what's on my calendar for tuesday,reminder
what transactions have i made on liquor in the past month,unknown
change your language setting to chinese,action-item
can you give me a hand paying my water bill,unknown
Today what's the meaning of this life,emotional-support
what subjects or areas are you familiar with,small-talk
please measure my tire pressure,unknown
move 100 dollars from checking to savings,action-item
how do i say dinner in spanish,action-item
tell me how do i schedule a meeting,reminder
order a disney gift card in the amount of five hundred dollars from costco,unknown
i'll be confirming my reservation for joseph at red lobster,unknown
are you employed by me,unknown
what do you want me to refer to you as,unknown
restore the factory settings,unknown
is there a meaning to life,emotional-support
schedule a meeting with tom for 6pm,reminder
are you real,unknown
are you a human being or a computer,unknown
"Honestly, would you let me know what the meaning is life is",emotional-support
read back my to do list,action-item
look up recipe time for this,unknown
my report card was lost help!,unknown
make me a reservation for 5 at coral for 10 pm immediately,action-item
what company were you designed by,small-talk
is there an alternate bus stop close to my home i can use,unknown
i need instructions on how to make shepherd's pie please,unknown
"revert back to your factory settings, please",unknown
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,action-item
help me get access to my recent transaction history,unknown
"Honestly, i want to hear what you think life's purpose is about",emotional-support
is there a meaning in life,emotional-support
book a reservation for 4 at outback steakhouse under the name dave,action-item
can you swap the language to afrikaans for me,action-item
i want to use my card reward points,unknown
i would like to take a paid time off for february 7 and 8,reminder
what's my visa card's credit limit,unknown
please confirm the next time i should get the tires on my car replaced,unknown
"how do they say ""how's it going"" in swahili",action-item
what is the meaning of the word girn,unknown
Today does this life have a meaning,emotional-support
hi! are you doing okay,small-talk
can you pull up how many points i've earned with travel card,unknown
what is the correct way to say 'i am a visitor' in french,action-item
what is my credit rating,unknown
can you tell me a joke about a lawyer,small-talk
please reserve me a table for 2 pm at maxwell's on the 14th,action-item
"you can remove the dinner party from my calendar for january 21, 2019",reminder
please tell me how to ask for a taxi in french,action-item
can you explain the meaning of life to me,emotional-support
what is my pay,unknown
i am changing over to italian now,action-item
i'm going to need to meet with scott at 1pm,reminder
what's your birthplace,small-talk
i would like to know the types of subjects are you familiar with,small-talk
can you tell me what a septuagenarian is,unknown
i would like to change your language from portuguese to italian,action-item
Recently is there meaning to life,emotional-support
i need you to schedule an uber pickup for me and three other people at 7pm to go to abe's pizza,unknown
"Honestly, what meaning does life hold",emotional-support
Recently whats your take on the meaning of life,emotional-support
add eggs to my shopping list and remove cheese,action-item
tell my bank i will be traveling in brazil from june 1st to july 1st,unknown
what kinds of questions can you respond to,small-talk
Sometimes i need to know the point of life,emotional-support
will an oil change be on my to-do list tomorrow,action-item
please cancel my reservation,unknown
what's on my todo list for today,action-item
tell me all about your hobbies,unknown
10 minute timer,reminder
please tell me a joke,small-talk
i am david,small-talk
Recently what makes life have any meaning,emotional-support
does this life have a meaning,emotional-support
how do i set up a meeting,reminder
what company is responsible for your design,small-talk
what are in my reminders list,unknown
i'm saying goodbye now,small-talk
say it again,unknown
Recently does life have a meaning,emotional-support
can you get me a table for 6 at mark's at 11am,action-item
what's my current credit score,unknown
find me a place to stay in jacksonville near the stadium from january 1st through 3rd,action-item
"thank you for the chat, goodbye",small-talk
whats the next day that i am off,unknown
on the speaker do you know what song is on,unknown
will i need a socket converter when i go to france,unknown
what area did you come from,small-talk
compare fares for al italia from bucharest to tampa returning before thanksgiving,action-item
Sometimes is there really an answer to the meaning of life,emotional-support
my names carrie,small-talk
where did they make you,small-talk
"ai you have given me so much information, thank you",small-talk
what exactly can you help me with,small-talk
show me the minimum payment for my boat bill,unknown
what is the name you associate with me,unknown
Recently what is the meaning of my life,emotional-support
how do i schedule getting my tires checked,unknown
Sometimes whats the meaning of life,emotional-support
what is my balance,unknown
please tell me the minimum i can pay on my electric bill,unknown
where did you live prior to living here,small-talk
who made your algorithms,small-talk
the plastic numbers on my card are falling off,unknown
check my calendar for saturday,reminder
can you translate milk into spanish for me,action-item
clear my entire schedule for april 1,reminder
i need help paying my water bill,unknown
do i have cleaning the counters on my to-do list,action-item
what can i make for dinner,unknown
do you know who i am,unknown
what things are currently on my reminder list,unknown
erase meeting with jeff from my calendar,reminder
later gator!,small-talk
"i want to pay my bill, please",unknown
Sometimes is there a greater purpose in life,emotional-support
mark my calendar that i will be meeting steven on march 5,reminder
i want to schedule a pto request on march 1-2,reminder
so what subjects do you like,small-talk
can i make a transfer between my accounts,action-item
hey how's it going,small-talk
alert my bank i'm checking out seattle for the next month,unknown
can you get me a table for 4 at red lobster at 8pm,action-item
do you know where my cellphone is,action-item
stop all payments to my bank account,unknown
add mom's birthday to my calendar on april 12,reminder
cancel my reservation at osteria for our party,unknown
how are you doing,small-talk
how you are,small-talk
adios,small-talk
Today would you explain the meaning of life,emotional-support
i need to find a nice hotel with solid reviews in seattle,action-item
Recently tell me all about the meaning of life,emotional-support
what is the real meaning of life,emotional-support
don't make too much noise,unknown
i want an alarm for 6 am,reminder
are you doing alright,small-talk
guide me to a laundromat near me,unknown
what sort of fuel should i use for this car,unknown
who brought you into existence,small-talk
money transfer request,action-item
what was your place of creation,small-talk
what does the carry-on policy say for flights on united airlines,unknown
i vote yes,unknown
"throw eggs on my shopping list, please",action-item
please respond to me in english from now on,action-item
how much vacation have i already used this year,unknown
the new name that i want you to call me is this one,small-talk
Sometimes what does life mean on a deeper level,emotional-support
how would i say hello if i were swedish,action-item
how are you today,small-talk
please transfer half of my funds to an alternate account,action-item
can you find me some good places in kentucky that serve sushi,unknown
i need you to find me a hotel with good reviews in phoenix,action-item
"Honestly, can you tell me what the meaning of life is",emotional-support
can you roll the dice,unknown
how can i request a new credit card,unknown
put rice and pudding on my shopping list cause i need them,action-item
set default language to english,action-item
Sometimes tell me what is the purpose of life,emotional-support
Today what is the underlying purpose to life,emotional-support
i've got to run now,small-talk
when ought i get my tires changed next,unknown
what is the calorie look like in apples,unknown
whats the best rated lipstick,unknown
set a one hour timer,reminder
"Honestly, is there a greater purpose in life",emotional-support
where did your mom give birth,small-talk
what kind of pets live with you,unknown
Recently can you explain the meaning of life to me,emotional-support
delete the hair appointment i had scheduled on may 1st pleae,reminder
please change my checking account pin to 1234,unknown
mind sharing a joke,small-talk
do you know if meeting rooms are open to use 1-2,reminder
please start counting down from 10 minutes,reminder
Today say what the meaning of life is,emotional-support
give a text to my cousin linda that says happy birthday,unknown
"text chrissy, i'm on my way",unknown
Today what's life's meaning,emotional-support
i'd like you to add oranges to my shopping list,action-item
"help, i cannot find my phone",action-item
when was my most recent oil change,unknown
can you put in a meeting for the blue room on friday,reminder
see you again soon,small-talk
i would like to know how to make a vacation request,reminder
i would love an italian meal suggestion,unknown
remind me to get an oil change,unknown
who developed your internal code,small-talk
I feel what's my meaning in life,emotional-support
"i'm out of apples, add that to my list",action-item
"Honestly, could you tell me the meaning of life, please",emotional-support
when was the car last services,unknown
activate direct deposit to chase account,unknown
list my to-do list,action-item
"hello, what's up",small-talk
what do i have scheduled for march 2,reminder
what kinds of things are you knowledgable about,small-talk
"i lost my discover card, i want to report it",unknown
i would like to know what you can help with,small-talk
how many e's are in sesame,unknown
what hotel would you recommend in lakewood for 4 people from monday to wednesday,action-item
what's the newspaper today,unknown
get me flight from philly to atlanta on june 5th i'm coming back june 8th,action-item
10 minutes is the setting for the timer,reminder
what is your take on the meaning of life,emotional-support
what sorts of things am i able to ask of you ai,small-talk
yup,unknown
"Honestly, tell me your thoughts about the meaning of life",emotional-support
i want to know how you are doing,small-talk
the name i go by is sandy,small-talk
how much do i have available on my visa card,unknown
i would like you to call me mary,small-talk
what's the direction for foot traffic to get to the eiffel tower,unknown
can you schedule a meeting with john for 12,reminder
when is that meeting with kara,unknown
Sometimes what is our purpose here on earth,emotional-support
"i would like to have language set to spanish, please",action-item
i'm going to need a hotel room for 8 people in tallahassee from 3/10 until 3/12,action-item
how's life,small-talk
are there meetings schedules today between noon and one,unknown
"hello, are you doing alright",small-talk
what is the mpg of this car,unknown
Recently what is the answer to the meaning of life,emotional-support
i must report fraudulent activity on my debit,unknown
what's your hometown,small-talk
Sometimes i want to know what the purpose of life is,emotional-support
thank you kindly,small-talk
how would i say if i were english subway,action-item
i would like to distribute some money between my accounts,action-item
my luggage was lost on the flight,unknown
"my battery died in my car, how can i jump start a battery",unknown
are there meeting rooms available between 10-11,reminder
do i owe any bills,unknown
Today research the meaning of life,emotional-support
"Honestly, how would you put what life is all about",emotional-support
what is the square root of 36,unknown
"hello, how's your day",small-talk
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,action-item
"change language to french, please",action-item
do you have access to my phone,unknown
would you know where to find my phone,action-item
on my card what have been my recent purchases,unknown
where are the good thai restaurants in atlanta,unknown
i would like to listen to a funny joke,small-talk
is traffic good or bad at 9:00 on the way to detroit,unknown
who is the one that made you,small-talk
"Honestly, is there a reason people exist",emotional-support
what country were you born in,small-talk
do you know any jokes about librarians,small-talk
roll a 6 sided die,unknown
set 30 minute timer,reminder
Sometimes what's the point of sentience,emotional-support
call me mary,small-talk
are you able to find my recent transactions for me,unknown
walk me through the process of reporting a lost card,unknown
play music by ludacris,unknown
can you find instructions on how to change oil in a car,unknown
"i'm sorry, i didn't understand what you said",unknown
create an alarm for 9 am and another one for 11 am,reminder
how long is it acceptable to carmelize onions,unknown
can you alert me at 6 in the morning,reminder
help me change my oil,unknown
"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",action-item
is it possible for you to use the whisper voice,unknown
goodbye,small-talk
how are the reviews for mcdonald's,unknown
set an alarm for 11 tomorrow,reminder
let me hear my todo list,action-item
what's the latest joke you've heard,small-talk
how long will it take me to get to the mcdonald's in the city,unknown
take me to the next song on this playlist,unknown
book me a hotel with good ratings in nashville,action-item
I feel the meaning of life please,emotional-support
chase account options direct deposit,unknown
the meaning of life please,emotional-support
please help me set up a vacation request,reminder
is socket converter required in france,unknown
what do people find funny about food,small-talk
roughly how long can i leave bananas in the freezer before i have to throw them out,unknown
where is your home,small-talk
regards,small-talk
has my credit card application gone through,unknown
put in an order for more checks,unknown
greetings to you,small-talk
transfer sixty dollars to dad from my biggest accnt,action-item
thank you so much,small-talk
"can you help me locate my phone, please",action-item
"Honestly, what's the answer to it all",emotional-support
call me carrie,small-talk
need airplane ridge from philadelphia to atlanta leaving on the 5th of june and returning on the 8th of june,action-item
the male voice please,unknown
i no longer want this event in my calendar,reminder
tell me what the weather is like,unknown
whats the calorie content of oatmeal,unknown
could you please tell me a good joke,small-talk
i need to move money from one account to another,action-item
what place were you actually born at,small-talk
can you get rid of my trip to the zoo from my calendar on march 1st,reminder
Sometimes can you tell me the meaning of life,emotional-support
can't find w-2,unknown
Today i want to hear what you think life's purpose is about,emotional-support
can you tell me the date today,unknown
where are your origins found,small-talk
meetings today,unknown
I feel do you think being alive has any meaning,emotional-support
please reserve a table for 2 at lucky's under the name melissa at 7 pm,action-item
see you around,small-talk
you can call me jason,small-talk
how do i request vacation time,reminder
how do i put in for vacation,reminder
i want to schedule a meeting with tom for 6pm,reminder
what is the secret or meaning to life,emotional-support
how would i say where is the bathroom if i were korean,action-item
can you do a math problem,unknown
what kinds of questions can i ask of you,small-talk
please stop,unknown
i need to transfer from one account to my second one,action-item
how are you this fine day,small-talk
compare prices for flights from recife to miami leaving may 20 returning june 5,action-item
book me a room on november 11 to 15 in cali,action-item
i want to know who made you,small-talk
tell me something funny about politics,small-talk
i want to know how to say goodbye in france,action-item
"Honestly, what makes life have any meaning",emotional-support
"Today does life have a meaning, according to you",emotional-support
i hereby rename you felix,unknown
hiya,small-talk
ai find my phone,action-item
did i mark the mechanic's appointment on my calendar,reminder
