text,intent
will you aid me in paying my insurance premium,unknown
pay a bribe using my money market account,unknown
use my savings account to the pay the rent,unknown
use my checkings account to pay the electric bill,unknown
i'd like to pay my coned bill,unknown
please help with paying my cell phone bill,unknown
i'd like to make a payment on my credit card bill,unknown
i would like to pay my cell phone bill,unknown
please help me pay my cable bill,unknown
please tell me how to pay my gas bill,unknown
i need to get help paying my gas bill,unknown
i need help to pay my electric bill,unknown
can you help me pay my phone bill,unknown
will you take my bill payment,unknown
is it possible to pay my bill,unknown
how can i pay my bill,unknown
can i pay my bill,unknown
use my park bank account to pay my electric bill,unknown
pay my electric bill from my park bank account,unknown
pay my gas bill from my saving account,unknown
pay my cable bill from my facebook account,unknown
pay my cell bill from my deposit account,unknown
pay my electric bill from my paypal account,unknown
pay my water bill from my checking account,unknown
pay my phoe bill with my debit card,unknown
schedule a gas bill payment,unknown
pay the cable bill with my visa card,unknown
pay the red cross the monthly donation,unknown
i want to pay my internet bill,unknown
i want to pay my gas bill,unknown
i want to pay my electric bill,unknown
i want to pay my rent bill,unknown
i want to pay my water bill,unknown
make a payment on the electric bill,unknown
help me pay my electric bill,unknown
pay the electric bill,unknown
pay electric,unknown
please pay electric bill,unknown
i got to pay my cable bill,unknown
i need help paying my store bill,unknown
i wanna pay my cable bill from my checking account,unknown
i need help paying my cable bill,unknown
pay my cable bill from my checking account,unknown
i must pay my cable bill from my checking account,unknown
i gotta pay my cable bill,unknown
i must pay my cable bill,unknown
i wish to pay my cable bill,unknown
i need to pay my cable bill,unknown
i need help paying my rent bill,unknown
i need help paying my water bill,unknown
i really want to pay my cable bill from my checking account,unknown
i need help paying my electric bill,unknown
i need to pay my cable bill from my checking account,unknown
what's the best way to pay my bill,unknown
i'd really like to pay this bill,unknown
can you help me pay this bill,unknown
i am not sure how to pay my phone bill and need assistance,unknown
i need to make a bill payment,unknown
please pay my bill,unknown
can anyone help me pay my car bill,unknown
i want to pay that bill now,unknown
is there anyone available to help pay an internet bill,unknown
i need anyone who can help me pay my electric bill,unknown
help me pay my cable bill,unknown
can you pay the bill now,unknown
i need your help to pay my gas bill,unknown
pay my insurance bill,unknown
how much did i spend at restaurants last week,unknown
how much have i spent lately on eating out,unknown
what did i spend at the grocery store yesterday,unknown
how much money did i spend at starbucks in the last week,unknown
what was the total i spent at home depot last month,unknown
where did all my money go this month,unknown
what have my expenditures been at macys,unknown
how much did i spend this week,unknown
how much did i spend on christmas gifts in december,unknown
how much money did i spend yesterday,unknown
what did i spend at bath and body works last month,unknown
how much did i spend on lunches last week,unknown
what amount did i spend last week,unknown
what did i spend my money on last week,unknown
how much did i spend on movies last week,unknown
have i been spending a lot on groceries lately,unknown
have i been spending a lot on shoes lately,unknown
have i been spending a lot on food lately,unknown
have i been spending a lot on alcohol lately,unknown
have i been spending a lot on take out lately,unknown
how much have i spent on shoes lately,unknown
did i spend a lot on shoes recently,unknown
how much have i spent on shoes,unknown
have i have been spending a lot of money on shoes,unknown
what is the total i spent on shoes recently,unknown
what have i spent over the last few days,unknown
how much have i spent recently,unknown
how much money have i dropped recently,unknown
how much money have i spent this month,unknown
what's the amount of money i spent yesterday,unknown
could you tell me how much i've spent over the past two weeks,unknown
how much money have i spent this week,unknown
could you tell me how much money i spent last week,unknown
please tell me how much i have spent recently,unknown
how much did i spend last week,unknown
can you tell me my spending history from last week,unknown
i want to know how much i spent last week,unknown
i want to know my recent spending,unknown
how much have i paid for rent in the last 6 months,unknown
how much money have i spent on groceries recently,unknown
how much did i spend on groceries today,unknown
how much have i spent eating out this week,unknown
what chunk of my income have i spent on rent this year,unknown
what's it been costing me to buy three packs a day,unknown
what have car repairs ran me this month,unknown
what has gas cost me this week,unknown
what did car insurance run me this year,unknown
what's the total amount i've spent eating out in the last two weeks,unknown
how much have i spent on alcohol recently,unknown
how much have i spent on books recently,unknown
how much have i spent on food recently,unknown
how much have i spent on bills recently,unknown
how much have i spent on clothes recently,unknown
i need to know my total spending on amazon for november and december 2018,unknown
please list my total spending on grocery shopping for the last two months,unknown
how much have i spent on starbucks since the beginning of 2019,unknown
what is my total spent on dining out for the month of january,unknown
what is the total amount that i have spent on the cash app for this month so far,unknown
have i spent a lot on food recently,unknown
i need to know what i have spent on food recently,unknown
can you tell me what i have spent on food recently,unknown
what have i spent on food recently,unknown
what is the amount i have spent on food recently,unknown
how much have i lately spent on eating out,unknown
what have i spent lately in child care,unknown
how much have i spent lately on food,unknown
how much money have i recently spent on entertainment,unknown
how much have i paid in medical expenses recently,unknown
how much did i spend on gas last week,unknown
can you tell me what i spend on gas for the past two weeks,unknown
yesterday what did i spend on lunch,unknown
i need to know what i spend on utilities for the last year,unknown
what did i spend on groceries this month,unknown
have i been giving lot of money to food to food lately,unknown
how much money did i use to spend on catering five hours ago,unknown
how much did i spend on gear two weeks ago,unknown
have i been spending a lot on roast beef lately,unknown
have i been spending a ton of money on movies lately,unknown
how much money did i spend on tent equipment four hours ago,unknown
how much did i spend on furniture last week,unknown
how much did i spend on petrol 2 days ago,unknown
how much money did i spend on food last month,unknown
would please let me know how much i spent on food in january,unknown
could you check my account and let me know how much i spent on food in january,unknown
please check and tell me the amount i spent on food last month,unknown
let me know the amount i spent on food last month,unknown
i have been spending a lot on food out lately,unknown
i have spent a lot on groceries lately,unknown
i spent a lot on vacations recently,unknown
i have been spending a lot on utility bills lately,unknown
i have been spending a lot on insurance lately,unknown
did i go out to eat more than usual,unknown
have i been spending more money at restaurants,unknown
how much did i spend on food,unknown
how much do i spend going out to eat,unknown
what's my going out to eat tab this month vs last month,unknown
how much did i spend shopping for clothes today,unknown
how much did i spend the past 3 days,unknown
how much did i spend on gas the past month,unknown
how much have i spent on food in the past week,unknown
have they approved my vacation request yet,unknown
give me the status of my vacation request,unknown
am i going to be able to get my vacation request,unknown
i want to check on my vacation request,unknown
is my vacation approved yet,unknown
"my vacation, has it been approved yet",unknown
have i been approved for vacation yet,unknown
am i approved for vacation yet,unknown
did they approve my day off request,unknown
is my day off approved,unknown
did they say yes to my day off request,unknown
did i get my day off,unknown
is my day off request approved,unknown
update on vacation request,unknown
what is the current status of my vacation request,unknown
i need status on that vacation request,unknown
how is my vacation request looking,unknown
please inform me on my current vacation request status,unknown
have they recieved my vacation request and approved it,unknown
will my vacation be approved soon,unknown
did my vacation get approved,unknown
do we have good news in the form of vacation approval,unknown
has my vacation request been acknowledged,unknown
has my request for vacation days been signed by my supervisor yet,unknown
has my supervisor approved my vacation,unknown
has may supervisor approved the vacation days i asked for,unknown
"on my vacation request, what is the latest information",unknown
what is the news on my vacation request,unknown
what is the update on my vacation request,unknown
what is the most recent info for my request for vacation,unknown
what is the status for what i requested for my vacation,unknown
tell me about my vacation request,unknown
update me on my vacation request,unknown
what about my vacation request,unknown
has the status of my vacation request changed,unknown
has my vacation request been updated,unknown
has my vacation time been signed off on,unknown
what's my vacation status,unknown
has my vacation been approved,unknown
has my vacation been ok'd,unknown
will i be allowed to take vacation,unknown
are they going to let me take vacation,unknown
has my request for vacation time been okayed,unknown
has my vacation time at work been allowed,unknown
is walmart going to let me take the vacation time i asked for,unknown
i'm i okayed for vacation time,unknown
did you get confirmation my vacation is a go,unknown
is the request for vacation i filed with my manager at intel approved yet,unknown
do you know if my vacation request went through,unknown
has my manager at mcdonald's confirmed i can take vacation,unknown
have they authorized my vacation,unknown
i want to know if my vacation request has been approved,unknown
"the status of my day off request, please",unknown
do you know if my vacation request has been approved,unknown
has my vacation request been approved,unknown
what is the status of my vacation request,unknown
any news for me regarding my day off request,unknown
i want to know the status of my day off request,unknown
tell me the status of my vacation request,unknown
tell me the status of my day off request,unknown
could you tell me the status of my vacation request,unknown
i requested some vacation time; has it been approved,unknown
can you share the status of my day off request,unknown
was my day off request approved,unknown
status of my request for vacation,unknown
what's my day off request's status,unknown
has my day off request been approved or denied yet,unknown
has my vacation request been denied or approved yet,unknown
has my request for the day off been approved yet,unknown
how is the approval of my day off progressing,unknown
how is the approval of my day off going,unknown
whats going on with my day off request,unknown
any status update on my day off request,unknown
did you hear back about my day off request,unknown
is my day off request still pending,unknown
has anyone looked over my request for a day off,unknown
has anyone approved my day off request,unknown
how's my day off request looking,unknown
has my day off request been looked at yet,unknown
i need you to let me know what the status of my day off request is,unknown
please let me know what the status of my day off request is,unknown
could you tell me what the status of my day off request is,unknown
would you tell me what the status of my day of request is,unknown
i need to know the status of my day off request,unknown
has my vacation request been approved yet,unknown
has my vacation been approved yet,unknown
has my time off request been approved yet,unknown
check on the status of my vacation request please,unknown
please check to see if my vacation request has been updated,unknown
please find out the status of my vacation request,unknown
do you know if my vacation was approved yet or not,unknown
please tell me if my vacation has been approved or not,unknown
can you look into the status of my vacation request,unknown
i want to know what the latest is on my vacation request i submitted,unknown
i need to know if my vacation was approved,unknown
please check to see if my vacation has been approved,unknown
do you know if my vacation request is still pending,unknown
can you find out if my vacation time off request has been approved or not,unknown
i sent in a request for vacation time off and am wondering if its been approved yet,unknown
"i haven't heard if my request for time off for vacation has been approved , can you get an update for me",unknown
how do i look up my credit score,unknown
please look up my credit score,unknown
can you figure out how to find my credit score,unknown
are you able to lookup my credit rating,unknown
how can i find my credit rating,unknown
where can i check my credit rating,unknown
say my credit score,unknown
give me my credit score,unknown
i want my credit score,unknown
inform me of my credit score,unknown
clue me in on my credit score,unknown
provide me with my credit score,unknown
my credit score is,unknown
i need my credit score,unknown
find my credit score for me,unknown
what is my credit score,unknown
please get my credit score,unknown
can you find my credit score,unknown
i'd like to know what my credit rating is,unknown
please tell me my credit rating,unknown
what in the world is my credit rating,unknown
my credit score is what,unknown
tell me my credit score please,unknown
can you tell me my credit score,unknown
find my credit score and tell it to me,unknown
get my credit score,unknown
what is my exact credit score,unknown
how good is my credit score,unknown
what's my credit score rating,unknown
what kind of credit score do i have,unknown
"if i want my credit score, how do i find it",unknown
how do i find information about my credit score,unknown
what is the process of finding my credit score,unknown
how do i get my credit score,unknown
how do i locate my current credit score,unknown
where is my credit score,unknown
how do i see my credit score,unknown
how exactly do i find my credit score,unknown
how do i locate my credit score,unknown
how do i find out what my credit score is,unknown
i really wanna know my credit score,unknown
i wish to know my credit rating,unknown
let me understand my credit rating,unknown
i wanna know my credit rating now,unknown
i gotta know my credit score,unknown
tell me my credit rating,unknown
i would love to know my credit score,unknown
i wish to know my credit score,unknown
i wanna know my credit score,unknown
tell me what my credit rating is,unknown
can you provide me my credit score,unknown
i'd like the number for my credit score,unknown
tell me my credit score,unknown
verify with me my credit score,unknown
can you help me find my credit score,unknown
would you tell me my credit score,unknown
how do i find my credit score,unknown
will you tell me my credit score,unknown
do you know my credit score,unknown
how to see my credit score,unknown
can i see my credit score,unknown
hows my credit score,unknown
websites that share credit ratings,unknown
what's my credit rating,unknown
how do i find out my credit rating,unknown
how to locate my credit score,unknown
where is my credit score located,unknown
where can i find my credit score,unknown
find my credit score,unknown
tell me the steps to getting my credit score,unknown
help me locate my credit score,unknown
lets look up my credit score,unknown
i would like to look up my credit score please,unknown
i want to find out what my credit score is,unknown
help me find my credit score,unknown
what is my fica score,unknown
can you reveal my credit score,unknown
how is my credit score rated,unknown
any idea what my credit score is,unknown
show me my credit score please,unknown
let me know what my credit score is,unknown
is my credit score high,unknown
i am trying to find my credit score,unknown
show me my credit score,unknown
how does my credit score look,unknown
is my credit report low,unknown
whats my credit rating,unknown
what is my current credit score,unknown
where can i check my credit score,unknown
where can i see my credit score,unknown
how can i find out my credit score,unknown
inform me of my current credit rating,unknown
please notify me of my credit rating,unknown
i would like to be told about my credit rating,unknown
can you tell me about my credit rating,unknown
tell me my current credit rating,unknown
what is the number of my credit score,unknown
what's my credit score,unknown
let me know my credit score,unknown
how is my credit score,unknown
how can i apply for a discover card,unknown
can i apply for a discover card,unknown
how do applications for discover cards work,unknown
is this how i apply for a discover card,unknown
what does it take to get a new card,unknown
how do i sign up for a new credit card,unknown
can i complete an application for a new credit card,unknown
is it possible to get a new credit card,unknown
please show me how to apply for a visa card,unknown
i need to apply for a visa card,unknown
i need to know how to apply for a visa card,unknown
tell me how to apply for a visa card,unknown
what is the process to apply for a visa card,unknown
show me how to apply for a visa card,unknown
can you let me know the info on how to apply for a visa card,unknown
"visa card, i want to apply",unknown
show me the application for a visa card,unknown
how do i get a new credit card sent to me,unknown
can you send me a new credit card please mine is getting old and unusable,unknown
can you apply for idaho independent card for me,unknown
please apply cc visa card for me,unknown
apply for a kbc card for me,unknown
i want to apply for a alphabank card,unknown
i would like to apply for a bank of america travel rewards credit card,unknown
i need to apply for a new credit card,unknown
i wanna apply for a new credit card,unknown
i got to apply for a new credit card,unknown
i wanna apply for a bank of america travel rewards credit card,unknown
i need to apply for a bank of america travel rewards credit card,unknown
i desire to apply for a bank of america travel rewards credit card,unknown
apply for a bank of america travel rewards credit card,unknown
i must apply for a new credit card,unknown
i gotta apply for a new credit card,unknown
i would like to apply for a master card,unknown
i would like to apply for a green card,unknown
i would like to apply for a visa card,unknown
i would like to apply for a credit card,unknown
i would like to apply for a discover card,unknown
what's the procedure to apply for a new credit card,unknown
how can i get a new credit card,unknown
direct me to the application for a new credit card,unknown
apply for an american express card,unknown
can you tell me if i might be able to apply for a new credit card,unknown
might i be able to apply for a new credit card,unknown
can you help me apply for a visa card,unknown
i want to apply for a discover card,unknown
am i eligible for a new credit card application,unknown
is it possible to apply for a new credit card,unknown
i think i'd like to apply for an amex,unknown
am i able to apply for a new credit card,unknown
application for a mastercard,unknown
can i get a new card,unknown
i would like to apply for a new card,unknown
can i maybe apply for a new card,unknown
can i please get a new card,unknown
can i get a brand new card please,unknown
list the steps for applying for an american express card,unknown
what's the process for getting an american express card,unknown
what do i need to do to get an american express card,unknown
help me get an american express card,unknown
help me apply for an american express card,unknown
i am hoping to apply for an amex card,unknown
i want to find a new credit card to sign up for,unknown
how do i apply for a barclay's card,unknown
walk me through the process of applying for an american express card,unknown
i need help figuring out a new credit card to get,unknown
i am interested in applying for a visa card,unknown
i am interested in acquiring a new credit card,unknown
i want to apply for a mastercard,unknown
walk me through applying for a visa card,unknown
i want to submit an application for a barclay's card,unknown
can you help me sign up for a new credit card,unknown
i need to know how to apply for a mastercard,unknown
i intend to apply for an american express card,unknown
tell me how to apply for an american express card,unknown
i feel like it is time for me to sign up for a new credit card,unknown
how to apply for platinum card,unknown
"i would like to apply for a air canada card visa, can you help me",unknown
please help me apply for a silver card,unknown
tell me the process of applying for a apollo card,unknown
can you tell me how to apply for a western card,unknown
how can i apply for a visa card,unknown
"how can i apply for a visa card, please",unknown
"how do i apply for a visa card, please",unknown
"how can i apply for a mastercard, please",unknown
what if you need to obtain a new credit card,unknown
what if you want to obtain a new credit card,unknown
what if you want a new credit card,unknown
what if you need to get a new credit card,unknown
show me how i can get a new credit card,unknown
can you help me find out how to get a new credit card,unknown
how do i get a new credit card,unknown
can you help me get a new credit card,unknown
what is the process i need to follow to get a new credit card,unknown
may i apply for a new credit card,unknown
how do i go about applying for a new credit card,unknown
i would like to apply for a new credit card,unknown
could you please let me apply for a new credit card,unknown
is it possible to apply for a visa card,unknown
hey what do i do to apply for a visa card,unknown
locate lost luggage from flight america airlines in o'hare,unknown
on flight america airlines in o'hare lost luggage,unknown
in o'hare lost luggage on flight america airlines,unknown
lost luggage on flight america airlines in o'hare,unknown
while on flight america airlines i lost luggage in o'hare,unknown
it seems my luggage was lost,unknown
my luggage was lost so what do i do,unknown
my luggage is missing i was on spirit flight ab123 from chicago,unknown
i think my luggage has been lost,unknown
i think my luggage was misplaced or has been lost,unknown
i lost my luggage coming from new york city on american flight ab123,unknown
what step do i take if my bag got lost on the flight,unknown
i lost my luggage coming from chicago on delta flight ab123,unknown
what is the next step if my luggage was lost,unknown
"i lost my luggage, what now",unknown
i lost my luggage,unknown
my luggage is missing i was on frontier flight ab123 from seattle,unknown
my luggage was lost on the flight,unknown
my luggage is lost i was on delta flight ab123 from detroit,unknown
can you please help me find my lost luggage,unknown
my luggage has not arrived and i would like help locating it,unknown
my luggage has not arrived and i would like assistance locating it,unknown
can you please help me locate my luggage,unknown
my luggage is lost and i would like help trying to locate it,unknown
im at lax and my bags aren't,unknown
my bags did not arrive here at smf,unknown
i got to vegas airport but my bags didn't,unknown
"where are my bags, not here at the airport",unknown
my bags didn't make it to the new orleans airport,unknown
i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston,unknown
my luggage is missing i was on american airlines flight ab123 out of dallas,unknown
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,unknown
i flew on southwest airlines flight ab123 out of dallas and i can not find my luggage,unknown
i was on american airlines flight ab123 out of houston and i can't find my luggage,unknown
what if i lost my luggage,unknown
"help, i lost my luggage",unknown
what to do if luggage lost,unknown
how to find lost luggage,unknown
what do you do if your luggage is missing,unknown
what is the best way to deal with my lost luggage,unknown
i'm in baggage claim at the airport and my luggage didn't make it,unknown
who can i turn to if i lost my luggage,unknown
i'm waiting for my luggage in the airport now but it's been a while and it's still not arrived,unknown
where do i begin the process of reporting my luggage lost,unknown
"my luggage is nowhere in sight, it might be lost",unknown
"if i lost my luggage, where can i get help",unknown
i believe it looks like my luggage has disappeared,unknown
"my luggage is missing, i think",unknown
it appears that my luggage has vanished,unknown
can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase,unknown
there's a strong possibility that my luggage has gone missing,unknown
how do i handle the situation if i lost my luggage,unknown
is there someone i can talk to since i am in the airport waiting for my luggage which never came,unknown
what should i do if i'm waiting at the airport and my luggage is not here,unknown
i think my luggage got lost,unknown
i believe that my luggage was lost,unknown
it looks as though my luggage has been lost,unknown
i don't know where my luggage is,unknown
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,unknown
i was on delta flight ab123 out of new york and i can't find my luggage,unknown
i miss placed my luggage i was on delta flight ab123 out of new york,unknown
my luggage is lost i was on delta flight ab123 out of new york,unknown
i was on delta flight ab123 out of new york and haven't been able to locate my luggage,unknown
my luggage appears to be missing,unknown
i need to find my luggage,unknown
do you know where my luggage is,unknown
i can't find my luggage anywhere and there's no more on the conveyor,unknown
can you see if you can track where my luggage is,unknown
"what the heck, where's my luggage!",unknown
i can't find any of my luggage!,unknown
do you know where the luggage for people on panam flight ab123 out of tuscon is,unknown
who do i report lost luggage to,unknown
i'm here at dia but my luggage isn't!,unknown
find me the number for jet blue's customer service so i can yell at someone about my missing luggage,unknown
can you help me locate lost luggage,unknown
how do i find lost luggage,unknown
i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,unknown
what's the procedure to deal with lost luggage,unknown
i just flew in on american airlines flight ab123 from chicago and can't find my luggage,unknown
can you check where my luggage is off jetblue flight ab123 out of buffalo,unknown
where's my luggage for american airlines flight ab123 out of denver,unknown
how do i go about resolving my luggage that didn't arrive,unknown
can you find out what happened to my luggage,unknown
do you know whom i should contact since my luggage did not arrive,unknown
"my luggage did not arrive, please investigate",unknown
"where is my luggage, i was on delta flight ab123 out of dc",unknown
"i need my luggage found, i was on delta flight ab123 out of san francisco",unknown
"i can't locate my luggage, i was on jetblue flight ab123 out of detroit",unknown
"my luggage is lost, i was on american airlines ab123 out of los angeles",unknown
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",unknown
help me find my luggage,unknown
tell me where my luggage is,unknown
how do i find lost luggage in an airport,unknown
i need to figure out what to do about lost luggage,unknown
"my luggage is lost,what do i do now",unknown
who do i go to to find lost luggage,unknown
who do i complain to about my luggage not arriving at the airport,unknown
can you help me find my luggage it was lost on delta flight abc123 from houston,unknown
i need my luggage that your airline lost it was flight abc123 and now it’s suddenly missing,unknown
my luggage was on delta flight abc123 out of houston and now i can’t find it,unknown
i didn't hear you please repeat,unknown
please repeat,unknown
i want you to repeat that,unknown
one more time please,unknown
i need you to repeat that,unknown
i need you to please repeat that,unknown
one more time for me please,unknown
i would like that repeated,unknown
just another time please,unknown
say it again please,unknown
i must have you repeat that,unknown
say it again,unknown
i need that repeated,unknown
just one more time,unknown
i want to have that repeated for me,unknown
i want that repeated,unknown
ai what was the question,unknown
ai i didn't hear you,unknown
ai please repeat,unknown
ai could you say that again,unknown
excuse me,unknown
i did not hear you,unknown
"i didn't get that, please repeat",unknown
please repeat yourself,unknown
"i didn't catch that, please repeat",unknown
can you say that over,unknown
restate the last thing you told me,unknown
repeat what you just said,unknown
i didn't catch that say it again,unknown
what was that last thing you said,unknown
repeat what you just told me,unknown
please say that one more time,unknown
hold on what was that you just said,unknown
repeat that last response,unknown
"i need you to repeat that, please",unknown
"i did not quite hear you, can you say it again",unknown
can you please repeat that response,unknown
"i did not hear you, please repeat",unknown
say it one more time please,unknown
"i didn't hear, please say it again",unknown
im sorry can you repeat yourself,unknown
"i missed what you said, can you say it again",unknown
"i couldn't hear you, can you repeat it",unknown
i didn't hear say it again please,unknown
can you repeat yourself,unknown
i would like you to repeat yourself,unknown
"i missed that last one, please repeat",unknown
what was that,unknown
i didn't hear you can you repeat that,unknown
please repeat that phrase,unknown
"i missed what you said, please say it again",unknown
can you tell me what you just said,unknown
"will you repeat that, please",unknown
"could you repeat that, please",unknown
"would you repeat that, please",unknown
would you repeat that,unknown
would you please ask the question again,unknown
i am needing for you to say that again,unknown
i need for you to ask the question again,unknown
could you ask the question again,unknown
i am going to need you to say that again,unknown
"would you say that again, please",unknown
repeat the question,unknown
i didn't hear what you said,unknown
repeat that please,unknown
i didn't hear you,unknown
"i didnt hear what you just said, can you say it again",unknown
may you repeat what you said again,unknown
"i didn't hear what you just said, can you repeat it",unknown
"i didn't understand what you just said, can you repeat it",unknown
"i didnt understand what you just said, can you say it again",unknown
can you say what you just said again,unknown
could you repeat what you just said again,unknown
would you repeat what you just said,unknown
will you please repeat what you said,unknown
what did you just mention,unknown
i need that said again,unknown
i need to know again,unknown
please say it again,unknown
tell me once more,unknown
repeat that again,unknown
replay what you just said,unknown
"i missed that, say it again",unknown
could you say that again,unknown
repeat your last message,unknown
say it one more time,unknown
i did not understand say it again,unknown
can you please sat it one more time,unknown
"i did not catch that, repeat what you just said",unknown
"sorry, i didn't hear you, can you say that gain",unknown
"i didn't hear you, can you repeat that louder",unknown
i didn't catch that so please repeat it,unknown
please run that by me again,unknown
i missed that say it again,unknown
can you say again,unknown
please repeat what you just said,unknown
can i get you to say that once more,unknown
will you repeat what you just said,unknown
please repeat over what you said,unknown
come again with that,unknown
what kind of mileage do i get out of gas,unknown
what's the fuel economy of my car,unknown
how many miles per gallon do i get in my car,unknown
tell me my car's fuel economy,unknown
what kind of gas mileage do i get,unknown
what gas mileage does my car get,unknown
"in my car, what's the fuel economy",unknown
how many miles per gallon do i get,unknown
what's my car's gas mileage,unknown
how many miles per gallon does my car get,unknown
look up the gas mileage for my vehicle,unknown
can you tell me the miles per gallon rate of my car,unknown
tell me my car's gas mileage please,unknown
what is the gas mileage for the car that i drive,unknown
how many miles can i drive on 1 gallon of gas,unknown
how many miles does my car get per gallon,unknown
what’s my gas mileage,unknown
retrieve my current mpg on my car,unknown
tell me the gas mileage on my car,unknown
tell me my miles per gallon on my car,unknown
how much mpg does this car get in the city,unknown
what kind of mpg does this car get in the city,unknown
how many miles per gallon does it get in the city,unknown
how many miles per gallon does it get on the highway,unknown
can you give me the car's mpg for the city,unknown
what's the mpg for the car when it's on the highway,unknown
what are the estimates for the car's highway mpg,unknown
how much highway mpg does it get,unknown
"for city driving, what's the car's mpg",unknown
how far can the car get per gallon on the highway,unknown
tell me the mpg of this car,unknown
can you tell me the mpg of this car,unknown
how many mpg does this car get,unknown
mpg of this car,unknown
what is the mpg of this car,unknown
what is the mpg,unknown
how much is this mpg,unknown
what's my current mpg,unknown
how much mpg do i have,unknown
what's my car's miles per gallon,unknown
calculate car mpg,unknown
what's my gas mileage like,unknown
is the fuel economy of this car good or bad,unknown
average mpg,unknown
what mpg does my car get,unknown
what is my average mpg in this car,unknown
tell me about this cars fuel economy,unknown
do you know the fuel economy of this car,unknown
what's the mpg of this car,unknown
what's the miles per gallon on this car,unknown
how does this do on gas mileage,unknown
whats the cars fuel mileage like,unknown
how does this car do on its fuel,unknown
what is the city mpg for this car,unknown
how many miles per gallon does this car get in the city,unknown
what is the city fuel efficiency for this car,unknown
what's the fuel economy for this car downtown,unknown
how many mpg does this rig get when i'm in the city,unknown
how much gas does this use in the city,unknown
do you know what this car's mpg is,unknown
how is this car rated for fuel economy,unknown
what's this car guzzle in gas when driving in town,unknown
what mpg does this car get on the expressway,unknown
what's the non-city mpg for this car,unknown
what'll this car do for gas mileage on the open road,unknown
how good is the fuel usage for this vehicle,unknown
what's this car get for highway driving,unknown
how much gas does this car use in the city,unknown
do you know the mpg for this vehicle,unknown
how's the mpg for this on the freeway,unknown
how many mpgs does this car get on the highway,unknown
how's the fuel efficiency for city driving for this car,unknown
what's this car do for fuel economy,unknown
what is the amount of miles per gallon this car gets on the highway,unknown
how many mpg does this get on the highway,unknown
what is the highway mpg on this car,unknown
how many miles per gallon does this car get on the highway,unknown
does this car get good mpg on the highway,unknown
what is the cars mpg on the highway,unknown
what is the mpg like for this car while driving in the city,unknown
what is the mpg on this car,unknown
how does this cars mpg do on the highway,unknown
whats the cars mpg,unknown
please tell me what the mpg is for this car,unknown
how does this car do with mpg in the city,unknown
tell me what this cars highway mpg is,unknown
what is the mpg for this car in city,unknown
does this car get good mpg in the city,unknown
what mpg does this car get in city,unknown
what mpg does this car get on the highway,unknown
how much mpg does this car get on the highway,unknown
please look up the this cars mpg,unknown
my mpg is how much,unknown
how many miles per gallon am i getting,unknown
how much is my mpg,unknown
what's the mileage on my car,unknown
how expensive is it to fuel this car,unknown
how many miles will a gallon of gas take this car,unknown
how many mpg does this car have,unknown
how far can i go on one tank of gas,unknown
when should i change my car oil,unknown
do i need to change my oil,unknown
how often do you have to change your oil,unknown
how do i know when i have to change my oil,unknown
when do i need to change my oil,unknown
when am i due for an oil change,unknown
how long before i neet to get my oil changed,unknown
at how many miles am i required to get my oil changed,unknown
when should my oil get changed,unknown
when do i need you change my oil,unknown
when is my oil due to be changed,unknown
when should my oil be changed,unknown
how long until i need to change my oil,unknown
how many miles can i drive before changing my oil,unknown
"at which mileage, should i get my oil changed",unknown
when should i change my oil again,unknown
at what point should the oil be changed again,unknown
how much longer until i need an oil change,unknown
when do i need to change the oil again,unknown
when do i need to change my oil again,unknown
when should i change my oil next,unknown
at what point will i need another oil change,unknown
when will i need another oil change,unknown
when will i need to change my oil again,unknown
when do i need to get an oil change,unknown
when must i change oil,unknown
when do i need my oil changed,unknown
when should oil be changed in my car,unknown
when is an oil change needed by me,unknown
i really must know when should i get my oil changed next,unknown
when must i change the oil in my car,unknown
i gotta know when should i get my oil changed next,unknown
when do i have to change oil,unknown
when should i change the oil in my car,unknown
when do i need an oil change,unknown
when does my oil need some changing,unknown
i wanna know when should i get my oil changed next,unknown
i must know when should i get my oil changed next,unknown
i need to know when should i get my oil changed next,unknown
how often should i change my oil,unknown
oil changes are typical done how often,unknown
when's my next oil change due,unknown
oil changes are typical done when,unknown
when is my oil change expected,unknown
is there a way to tell when i need my oil changed,unknown
when is my next oil change,unknown
tell me how i know when i need an oil change,unknown
how do i know when i need my next oil change,unknown
when do i need my next oil change,unknown
is it time for an oil change,unknown
should i get an oil change,unknown
when is the best time for my next oil change,unknown
what date should i next change my oil,unknown
"the next time i change my oil, when should it be",unknown
what duration of time should i wait before i change my oil,unknown
after how long should i change my oil,unknown
when will my car need an oil change,unknown
can you make a note for my next oil change,unknown
how long before i need an oil change,unknown
when do you think i should change my oil,unknown
when is my next oil change suggested,unknown
what is the due date for my next oil change,unknown
in how many miles do i need to schedule my oil change,unknown
when is my car due for an oil change and lube,unknown
how many miles can i drive before needing the next oil change,unknown
"it's been 3 years since i changed my oil, how long until i have to deal with it",unknown
can you check when i'm next due for an oil change,unknown
"my oil seems pretty black, does that mean i should change it",unknown
