text,intent
what's on my to-buy list,unknown
what is there to do besides drink in germany,unknown
what is the time that it will take to arrive at detroit,unknown
where my phone,action-item
what is your version on the meaning of life,emotional-support
how can i use you,small-talk
connect me with an uber,unknown
how've you been feeling,small-talk
remember to put down that i have an appointment for tomorrow on my calendar,reminder
reserve a meeting room for 5pm on friday,reminder
march 3rd needs to be cleared on my calendar,reminder
tell me a few facts about cats,unknown
please call me bailey,small-talk
call me frank,small-talk
hey what's up,small-talk
how do i change my current insurance to a new plan with lower co-pay,unknown
remove wine and add beer to my shopping list,action-item
delete soda from my shopping list and add water to it,action-item
does the new york restaurant take reservations,unknown
i am wanting to know who programmed you,small-talk
meaning of life is,emotional-support
what is the name of the person who made you,small-talk
how do you spell verisimilitude,unknown
i wanna remove fishing from my calendar for soccer,reminder
where can i locate a form for my w2,unknown
is the marathon on friday added to my calendar,reminder
scratch,unknown
"hello, are you doing alright",small-talk
can you get me a table for 6 at mark's at 11am,action-item
what is your perception of the meaning of life,emotional-support
give me a list of places that serve the best wings in charlotte,unknown
please dial x's phone number,unknown
tell me how many pesos equal 500 dollars,unknown
change the response language to french please,action-item
how much do i have in the bank,unknown
show me the minimum payment for my boat bill,unknown
"nice talking again, bye",small-talk
what is 34 times 80908,unknown
what is the total number of days that i have taken off work since january,unknown
i need for you to remove milk from my shopping list and add bread,action-item
call sandra right now,unknown
what is the credit limit on my discover card,unknown
my name is jim,small-talk
could you translate water into dutch for me,action-item
i need to track the status of my order,unknown
"hi, how are you",small-talk
are you able to track a phone,action-item
raise the volume to 4 please,unknown
"so, where do you come from",small-talk
add sprite to my shopping list,action-item
can you tell me my name,unknown
is an international visa needed to go to cyprus,unknown
tell me something funny about politics,small-talk
can you reserve a hotel for myself a hotel in afghanistan at the zoo for the 10th to the 15th,action-item
how can i get you to help me,small-talk
do i need vaccinations to travel overseas,unknown
can you repeat that question,unknown
let barbara know where i'm at,unknown
i would like to try and confirm that i have a reservation at longhorn for justin,unknown
how do you say i need coffee in dutch,action-item
i want to use my credit rewards now,unknown
send $5 from savings to checking,action-item
who designed you,small-talk
meeting room availability at 8:00 please,reminder
can you make me laugh,small-talk
what is the current time in new york,unknown
i need you to book me a flight from ft lauderdale to houston on southwest,action-item
i need to transfer ten dollars from my bank of america account to my capital one account,action-item
what car rental choices are there in calgary,unknown
when did i last get my car tuned up,unknown
about how much did i spend recently,unknown
tell me what ten pounds in kilos is,unknown
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,action-item
my name is steve,small-talk
how can i get a new card that got melted in the sun,unknown
where do you come from,small-talk
can you get me a table for 8 at johnnys,action-item
are you a human being or a computer,unknown
what's the time frame for hamburger stored in the freezer to go bad,unknown
how's the traffic looking if i headed to fred meyer,unknown
bye,small-talk
add dentist appointment to my calendar for march 1,reminder
please put in a vacation request,reminder
what kinds of things are you knowledgable about,small-talk
how do i schedule getting my tires checked,unknown
you refer to me as what,unknown
what do you know about the meaning of life,emotional-support
"is it possible for me to take a pto for two days, starting february 7",reminder
how do i ask about the weather in chinese,action-item
i required a hotel room for 20 people from march 8th through march 20th in las vegas,action-item
tell me what the point of life is,emotional-support
what are the pets that you have in your possession,unknown
translate hello into french for me,action-item
how can i say thank you in spanish,action-item
how do you use jumper cables,unknown
im going to be in jamaica from october 4th until october 8th,unknown
take it easy!,small-talk
can you set a timer,reminder
what sort of jokes do you know,small-talk
"ai, please help me find my phone",action-item
get me a hotel in phoenix near chase field from january 4th to the 8th,action-item
what is the process of finding my credit score,unknown
what area were you born in,small-talk
tell me how much my verizon and comcast bill come to together,unknown
what topics can i ask you about,small-talk
switch your language setting to english,action-item
what's the amount of points i have earned with my discover card,unknown
tell me who your maker was,small-talk
how many minutes should i set an alarm for this bake,unknown
make up a new alarm,reminder
i seem to have lost my phone,action-item
tell me whether i can put a pto request in for may 10 to may 15,reminder
"""i'm going on a flight from lax and going to phl, which is only $120 on june 15th",action-item
can i get an uber for 2 to go to austin,unknown
can you remove this event from my calendar,reminder
my card is impaired and i can't use it,unknown
need a place to crash in elizabeth near the refinery from june 4th until the 9th,action-item
in england how do they say subway,action-item
give me a joke about the subject of bugs,small-talk
thanks for helping me,small-talk
"hello, how is it going",small-talk
i need an alarm,reminder
how can i find my phone,action-item
tell me fun facts on science topics,unknown
"does life have a meaning, according to you",emotional-support
show me recent transactions,unknown
what's the point of this dumpster fire known as life,emotional-support
"what is the meaning behind life, do you think",emotional-support
do you remember when i last changed my oil,unknown
can you make the default language swedish,action-item
have i received any messages about my credit card application,unknown
"can you remove that event from my calendar, please",reminder
"if i lose my credit card, will i get a replacement immediately",unknown
make me laugh,small-talk
good to see you,small-talk
what's my current credit limit,unknown
switch the language setting over to german,action-item
what does the word abjure mean,unknown
is there meaning in life,emotional-support
i'd like to send steve my location,unknown
what's the name of the song playing right now,unknown
what percentage of species display cold blooded traits,unknown
who brought you to life,small-talk
would you translate a phrase into mandarin for me,action-item
make a reservation for tuesday at 7:00 pm at cielo for 2,action-item
do you know my phone's location,action-item
can you tell me what i earned,unknown
find out where i can by melamine dinner plates,unknown
could you reserve table for 3 at carlos jr under the name adam at 4,action-item
reserve a table for 4 at red lobster under the name dave at 7:30pm,action-item
"did i buy too many donuts recently, like last week",unknown
i need my todo list read,action-item
switch over from female to the male voice,unknown
please remove your connection to my phone,unknown
do you have animal companions,unknown
bye!,small-talk
i am looking for a hotel in new york city that has good reviews,action-item
"can you call me a different name, please",small-talk
what is my dte bill this month,unknown
"are eggs on my list, if not add them",action-item
"if i want to make a vacation request, how do i do it",reminder
let's go through my to do list items please,action-item
i need to make a reservation for 8 pm at red robin for 3,action-item
what transactions have i made on liquor in the past month,unknown
do they take reservations at the progress,unknown
can i please get a new card,unknown
what do spanish people say for the word cow,action-item
can you tell me how much i need to pay on my bills this month,unknown
can you schedule a meeting with damon for 1,reminder
put milk on my shopping list,action-item
start a timer for 10 minutes,reminder
i wanna know something funny,small-talk
"on tuesday i will be leaving for tennessee and will not be returning until the twenty ninth, alert my bank of this",unknown
can you give me the time,unknown
are there any meetings room available between 8:00 and 9:00 am,reminder
delete my golf tournament event from tomrrow,reminder
can you tell me when my tires should get changed,unknown
is fixing mom's kitchen blind on my to do list,action-item
whats up with you,small-talk
please set a timer for 40 minutes,reminder
move 100 dollars from my savings to my checking,action-item
delete ice cream from my shopping list,action-item
i need to up by noon,reminder
does my life have meaning,emotional-support
what hotel would you recommend in lakewood for 4 people from monday to wednesday,action-item
help me book a car rental in austin for april 11th to 13th get me a sedan if possible,unknown
how do i get a w2 form,unknown
please tell me the month and year of expiration for my discover card,unknown
does travelling to that place require a visa,unknown
i thank you,small-talk
please confirm my reservation for feburary 21st at 6pm,unknown
what's the name of the company that designed you,small-talk
how is everything with you,small-talk
can we talk in french,action-item
for under 700 i need a flight from denver international to new york international on the 3rd,action-item
i need a table for 3 at 5pm at andrea's steakhouse under wheeler,action-item
what place are you from,small-talk
how were you made,small-talk
how can i schedule a vacation request,reminder
tell me the subject areas you are familiar with,small-talk
i am josh,small-talk
set my alarm for 6am tomorrow,reminder
what's the estimated travel time to get to dc via bus,unknown
i want you to call me pam,small-talk
i would like to transfer $100 from my checking to saving account,action-item
what number of vacation days remain for me,unknown
i need to add flour to my list for shopping if i haven't already,action-item
"buy tickets for a flight from nyc to la on march 1, returning on march 5",action-item
i need a 401k rolled over to my brand new job,unknown
is there a surcharge for using my card in mexico,unknown
i need to take a flight from florida to alabama on january 25th and i need to get back by the 30th,action-item
tell me something funny about pizza,small-talk
set a five minute timer,reminder
can you transfer money from my account,action-item
what is the remainder of my starbucks rewards balance,unknown
how long before i neet to get my oil changed,unknown
how many minutes am i from texaco,unknown
friday needs to be clear on my calendar,reminder
set an alarm for 9pm please,reminder
is it possible to get a table for 4 at the village inn around 10am,action-item
what kinds of things are you familiar with,small-talk
is taking out the trash on my to do list,action-item
spell potato,unknown
can i get a timer set,reminder
are there rooms available between 5 and 530,reminder
"tell me how to say, 'it is a beautiful morning' in italian",action-item
what sorts of things can i ask you about,small-talk
can you make me a reservation for 4 pm on the 22nd at ruth's,action-item
please book another boat for this weekends trip,unknown
find me a place to stay in jacksonville near the stadium from january 1st through 3rd,action-item
how have you been doing,small-talk
get me a hotel room for 4 people from march 1st to 3rd in seattle,action-item
please set a 4 minute timer,reminder
can you set a two hour timer,reminder
what's my going out to eat tab this month vs last month,unknown
can i use an ordinary plug in scotland,unknown
"i am glad we got to talk again, see you soon",small-talk
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,action-item
how much time do i need to make the chicken,unknown
can i increase the credit limit for my bank of america card,unknown
tell me how long can i keep pizza in the freezer for before it goes bad,unknown
look for funny jokes,small-talk
tell me when two minutes are up,reminder
"""i""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th",action-item
do you know french,action-item
"for city driving, what's the car's mpg",unknown
please tell me what i can expect my bank of america interest rate to be,unknown
i want to hear anything you have that's funny,small-talk
i'm called tim,small-talk
transfer $5 from savings to checking,action-item
i go by the name jim,small-talk
i could really use a laugh right now,small-talk
my name is going to be sherlock,small-talk
whats the next day that i am off,unknown
is the restaurant busy at lunchtime,unknown
let me know what my interest rate is,unknown
i need to know my bill total for my verizon payment due this month,unknown
can my car get to reno with the gas currently in my tank,unknown
can you tell me what the form is employers are supposed to send you for taxes and where i get it,unknown
"can i make a reservation for 2 at state bird for 8:30, please",action-item
how much time is left on my laundry,unknown
thanks for your help!,small-talk
i need to schedule a meeting,reminder
tell me a dog joke,small-talk
what is showing on my calendar for the 17th of march,reminder
i need anniversary dinner added to my schedule for march 7,reminder
help me secure a car rental out of reagan international airport from march 22-30,unknown
read my complete todo list to me,action-item
it was lovely to speak with you,small-talk
let's flip a coin i choose heads,unknown
show me a well reviewed hotel in evans,action-item
please put in a pto request for june 5th and 6th,reminder
i need help to make changes to my insurance policy,unknown
i am looking for my phone,action-item
how do you say please in arabic,action-item
are you secretly real,unknown
i want your volume decreased please,unknown
please begin a timer,reminder
many thanks,small-talk
what can a tourist in denver do,unknown
how do you say hi in french,action-item
what mpg does this car get on the highway,unknown
you can call me stevie,small-talk
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,action-item
dollar to pesos exchange rate,unknown
can you tell me who made you,small-talk
can you speak to me using japanese,action-item
yes you are right,unknown
am i good to eat this burger from the fridge that i got two mondays ago,unknown
what information can i ask you,small-talk
when is my cards end month,unknown
i don't know where my phone is,action-item
can you translate i have to go pee into korean for me,action-item
confirm a flight for me from ft lauderdale to houston on southwest,action-item
what is the mpg on this car,unknown
can you roll a 6 sided dice,unknown
arrange a meeting room for 9am on friday,reminder
i need to transfer from this account to that one,action-item
what is the answer to the meaning of life,emotional-support
how can i say not now in spanish,action-item
am i able to put in a pto request for may 6 to may 18,reminder
do you have any funny jokes,small-talk
"yo, hows it going",small-talk
what is the calorie count for muffins,unknown
thanks so much!,small-talk
"book me a flight to dallas from st, paul, minnesota on delta airlines",action-item
make a reservation for three at prime rib at 6:30 pm,action-item
i wanna know the exchange rate between yen and dollars,unknown
"reserve a meeting room for friday, 5pm",reminder
how can i go about improving my credit score,unknown
what is my state taxes currently,unknown
give me a joke about water,small-talk
can you tell me what song this is,unknown
do you know who i am,unknown
it was really awesome to talk to you,small-talk
reservations for two need to be made using michael's name for 7:00pm at olive garden,action-item
can u play the song that sound like bells going off,unknown
i want a timer set for 10 minutes,reminder
i need to talk to someone on the phone,unknown
i need to know what kind of gas to put in this car,unknown
what is life’s meaning,emotional-support
"hello, how are you",small-talk
who was the inventor of ai,small-talk
i want to be reminded to pay the electric bill,unknown
make an alarm for tomorrow at twilight,reminder
tell me what 1875 plus 3459 equals,unknown
i enjoyed speaking with you,small-talk
milk should be added to my shopping list,action-item
let me know the amounts i owe for my utilities and tuition bills,unknown
how do i report a lost discover credit card,unknown
"i'm out of cleaning supplies, remind me on my list",action-item
what is the name of the person who made the ai,small-talk
remove from calendar jesse's bbq on june 9th,reminder
is everything going okay,small-talk
when was my oil last changed,unknown
give me expected number of calories in a breakfast burrito,unknown
later!,small-talk
book a flight from bangor to las vegas on may 1st and returning july 4th,action-item
tell me a joke about cars,small-talk
what's the current demand for wood from rain forests,unknown
create alarm,reminder
simulate rolling a dice and tell me what it lands on,unknown
"book me a flight to jackson, mississippi from austin texas on american airlines",action-item
what's my credit score rating,unknown
do i have milk on my shopping list please add it if it is not,action-item
give a text to my cousin linda that says happy birthday,unknown
how do you spell dessert,unknown
find me round trip flights out of lax to sfox,action-item
misplaced my phone,action-item
you have yo go to school on calendar,reminder
transfer 1000 dollars from my first national bank to my bethpage federal credit union savings,action-item
"i need to set up a vacation request, what do i need to give you",reminder
"alexa, tell me the location of my phone",action-item
what is the electricity bill,unknown
please turn on the alarm,reminder
how do you say cat in spanish,action-item
will you tell me a joke,small-talk
how much did i spend on christmas gifts in december,unknown
disconnect from my phone now,unknown
"when you talk to me, use bob",small-talk
is it too late to upgrade to first class,unknown
who gave you life,small-talk
i need oranges on my shopping list,action-item
please change my checking account pin to 1234,unknown
tell me what is on the list of things to do,action-item
please track my package,unknown
which airports do southwest service around the greater new york city area,unknown
are you doing alright,small-talk
when will i need to change my tires again,unknown
thanks for helping,small-talk
do i have brush my teeth on my todo list,action-item
please transfer $250 from checking to savings,action-item
i wanna learn a phrase in russian,action-item
i want to change the pin number on my credit union account,unknown
let me know what is showing on my calendar for the 17th of march,reminder
don't you work for your self,unknown
that would be true,unknown
my account needs to be frozen,unknown
what are the best restaurants open tonight,unknown
send money to another account,action-item
"this was fun, see you around bye",small-talk
how is a meeting scheduled,reminder
please tell me my todo list,action-item
"i don't have checks, so can i get new ones",unknown
help me find someone to look at my check engine light,unknown
i wanna find a hotel with good reviews in phoenix,action-item
how long do you cook a salmon,unknown
transfer sixty dollars to dad from my biggest accnt,action-item
go ahead and say all of the points on my list of to-do's please,action-item
can you tell me where my item is,unknown
i need to let my bank know i am traveling to detroit,unknown
what location can i get a w2 from,unknown
find me a flight from ft lauderdale to houston on southwest,action-item
speak mandarin,action-item
where are you from if i may ask,small-talk
is being alive the meaning of life,emotional-support
will i get my time off approved,unknown
madison to atlanta delta ticket,action-item
what's the next day i am scheduled off,unknown
i need you to find me a hotel with good reviews in phoenix,action-item
tell me a dirty joke,small-talk
i need you to switch to whisper mode,unknown
how would you put what life is all about,emotional-support
it appears my luggage is lost,unknown
my card has a burn on it,unknown
"who or what programmed you, do you know",small-talk
what should i ask you about,small-talk
"affirmative, go ahead",unknown
are there any alerts for traveling in belize,unknown
do i have graham crackers on my shopping list if not please add it,action-item
can i know what type of things you can help me with,small-talk
has my vacation been ok'd,unknown
i need you to call the broker,unknown
get me a hotel room for 3 people from march 12th to 14th in chicago,action-item
what's on my calendar for march 20th,reminder
what ingredients do i need to make pizza,unknown
how do i change the language that your responses are delivered in,action-item
please identify the name of the creator of this ai,small-talk
which subjects can you tell me about,small-talk
put what i'm listening to on my workout playlist,unknown
tell me something neat about the ocean floor,unknown
can you find me a reputable hotel in honolulu,action-item
what's local slang for goodbye in hawaii,action-item
what plug type does russia use,unknown
i would like to know what my income is,unknown
would you set up an alarm for me,reminder
tell me any events scheduled on my calendar for april 15,reminder
my card is coming by mail how long will that take,unknown
whats the best rated lipstick,unknown
set a one minute timer,reminder
how do i spell acquaintance,unknown
how many people go to chili's around 9pm,unknown
"what time is it in las vegas, nv",unknown
how many calories are in a can of coke,unknown
"you have been a big help, thank you so much",small-talk
i need to know if cleaning out the fridge is on my to do list,action-item
what can i ask you to accomplish,small-talk
please book a reservation for 8 pm at red robin under the name kevin,action-item
what kind of hertz outlets do they use in z,unknown
order a disney gift card in the amount of five hundred dollars from costco,unknown
move my money please,action-item
how many more miles can i drive on my current tank,unknown
are you a pet owner what kind,unknown
thank you ever so much for that!,small-talk
can you get me a table for 3 at olive garden at 7pm,action-item
recite my to do list,action-item
can i increase the credit limit for my bank of the west card,unknown
let me know something funny,small-talk
what is the date when my visa card will expire,unknown
yes that is correct,unknown
"speak more quickly, please",unknown
tell jim i'm coming home soon,unknown
find the nutrition info for cucumbers for me,unknown
what kinds of things can i ask you,small-talk
set up an alarm,reminder
tell me what i have on my todo list,action-item
"i need to know what the current apr is for my chase sapphire, please",unknown
call me shane,small-talk
switch to quiet mode,unknown
hi there,small-talk
what knowledge do you have on certain subjects,small-talk
tell me who programmed you,small-talk
i must know what is currently on my calendar for friday the 1st,reminder
what things can you help me with exactly,small-talk
what are ways to build credit,unknown
let's hear a joke!,small-talk
is vacuuming on my list of things to do,action-item
how much are my cable and water bills,unknown
what must i do today,action-item
i need eggs; add them to my shopping list,action-item
i am going to switch to greek,action-item
"can you tell me, what is the meaning of life",emotional-support
my friends call me carrie,small-talk
where do i make a vacation request,reminder
do i need to get shots before i go to kenya,unknown
please change the language that you are responding in,action-item
what is your take on the meaning of life,emotional-support
how do i change my billing address,unknown
i want to know when is the next holiday here,unknown
tell me something interesting about outer space,unknown
how long does it take to make mashed potatoes,unknown
can you give me a hand paying my water bill,unknown
what kind of questions can i ask the ai,small-talk
would you be able to freeze my bank account,unknown
would i need to buy a plug converter when in rome,unknown
create a pto request for march 21st to march 26th,reminder
"ai, how are you feeling",small-talk
i want to know how you are doing,small-talk
how much money did i spend on tent equipment four hours ago,unknown
tell me all about your hobbies,unknown
can you tell me the next holiday,unknown
set a 5 am alarm please,reminder
in france do they require socket conveters,unknown
how much is alorie intake,unknown
are there any meetings on my calendar today,unknown
can you tell me the weather forecast,unknown
i wanna hear something funny,small-talk
what's your name if i may ask,unknown
what do i have going on may 4th,reminder
can you enable subtitles,unknown
i need an 8 o'clock reservation at pizza hut for the last name mercury,action-item
how's it going with you,small-talk
text william and ask him to pick up organic apples tonight,unknown
can you tell me the date today,unknown
who is your creator,small-talk
where is my phone,action-item
what is my pnc account routing number,unknown
how many items are on my todo list,action-item
i need any relevant travel alerts for australia,unknown
what timezone is vegas in,unknown
can i have a reminder set up,unknown
can you answer all types of questions,small-talk
what time is today's meeting,unknown
is there a cheaper rate with another carrier for my mobile,unknown
will you please go back over everything on my to do list,action-item
what things do you know about,small-talk
how do i change a car's oil,unknown
can you help me hunt for my missing cellphone,action-item
what can you help me with exactly,small-talk
i'm thankful,small-talk
what subjects are you experienced in,small-talk
please book me a place to stay in phoenix from the 5th to the 9th of march,action-item
thanks a lot,small-talk
what time is it over in pacific time,unknown
what is the real meaning of life,emotional-support
it was nice to speak with you,small-talk
will using a different type of gas matter for this car,unknown
"i'm going to south africa, so should i get some vaccinations or anything",unknown
tell me what you are capable of answering,small-talk
what location did you originate at,small-talk
please get rid off everything on my to do list,unknown
what's my vacation day usage so far,unknown
can you talk to me in italian,action-item
tell me the content of my to do list today,action-item
"up until now, what place was your home base",small-talk
tell me what types of questions i can ask you,small-talk
take fresh carrots off my shopping list,action-item
i need to know how to get to target by bus,unknown
could you transfer $x from saving to checking,action-item
what do i have planned on 3/15,reminder
thanks for your response,small-talk
can you schedule a meeting with george for 4,reminder
i want a hotel room for 6 from the 1st through the 3rd in seattle,action-item
what is the time frame for changing oil,unknown
"enjoy your day, goodbye",small-talk
i need a flight from denver international to new york for under 700 on the 3rd,action-item
please aid in my searching for my lost phone,action-item
thanks for the help!,small-talk
"ai, tell me what things i should ask of you",small-talk
tell me your age,unknown
can you schedule a meeting at 10 am tomorrow with john smith,reminder
make an appointment for an oil change,unknown
do you think our lives have purpose or meaning,emotional-support
i would like you to increase the speed of your speech please,unknown
please check up on my son's homework,unknown
what am i allowed to ask you,small-talk
may i take a pto on february 7 and 8,reminder
change response language from mandarin to english,action-item
is socket converter required in france,unknown
whats lifes meaning exactly,emotional-support
please reserve me a table at hell's kitchen on may 3rd at 8 pm,action-item
what do i need to make a vacation request with you,reminder
what's the temperature outside,unknown
"i want a hotel with good review in honolulu, can you find one",action-item
how long will it take me to get to the mcdonald's in the city,unknown
how do i report that i actually lost my card,unknown
i need to know how you are doing today,small-talk
schedule a monday meeting with sam at 1 pm,reminder
what subjects do you like,small-talk
what is the right way to say excuse me in spanish,action-item
that will be all have a nice day!,small-talk
am i allowed carry ons for my flight with westjet to edmonton,unknown
how come i got declined,unknown
tell me how to request vacation,reminder
can you tell me my health plan,unknown
what activities can i to do outside today,unknown
has my application for my visa card gone through,unknown
see you later!,small-talk
i want to learn a neat fact about black holes,unknown
talk to you later!,small-talk
what's the french word you use for potato,action-item
what do i have to do on march 2 that's on my calendar,reminder
transfer seventy dollars between national and citizens accounts,action-item
i really want to know my todo list again thanks,action-item
do you have access to my phone,unknown
farewell,small-talk
can you put in a pto request for me for july second and third,reminder
whats the best way to roast a chicken,unknown
requesting money transfer between accounts,action-item
how many calories are in chocolate ice cream,unknown
"i don't have sour cream, can i use yogurt instead",unknown
"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",action-item
how would you say can i borrow five dollars in portuguese,action-item
add mom's birthday to my calendar on april 12,reminder
i need to get a flight out of denver to houston on friday for under $250,action-item
set an alarm for 235pm and another an hour later,reminder
how can i order some more checks for my checking account,unknown
make a pto request for dates november 11 to black friday,reminder
what's a fun fact about elephants,unknown
how fast does an airplane travel,unknown
what's the newspaper today,unknown
rock music playlist,unknown
what do i have on my calendar for march 11,reminder
"i need my phone, but can't find it",action-item
how do increase the credit limit on my visa card,unknown
i'd like to know how much gas is left,unknown
"i need to tell my bank i am, indeed, going to be in london in a few hours",unknown
when is my next direct deposit from my job,unknown
can you translate hi into spanish for me,action-item
remind me to buy bread next time i go shopping,action-item
please list my total spending on grocery shopping for the last two months,unknown
how would you describe what life means,emotional-support
do you know any jokes about librarians,small-talk
i'd like to request a vacation,reminder
do you know if meeting rooms are open to use 1-2,reminder
speak spanish please,action-item
what is the conversion of $30 in canadian dollars,unknown
don't call me bill anymore - call me bob,small-talk
don't forget to set an alarm for noon,reminder
i need to find new insurance,unknown
read my calendar events,reminder
clear my calendar for november 11th,reminder
"how can i apply for a visa card, please",unknown
when's my next paycheck,unknown
thanks for letting me know,small-talk
would you change your accent to the male british one,unknown
use the male voice please,unknown
no thanks,unknown
i want you to remove shampoo from my shopping list,action-item
is laundry on my todo list,action-item
i forget how to spell xylophone,unknown
are there meeting rooms available between 11-12,reminder
which was my insurance plan again,unknown
my check engine light is on and someone needs to look at it,unknown
create an alarm,reminder
my friends call me sam,small-talk
is it okay to switch apples for grapes,unknown
i want an alarm to go off at 9 am,reminder
take 100 dollars from checking and send it to savings,action-item
do i need a visa for south korea,unknown
tell me if the new york restaurant takes reservations,unknown
erase all items on my todo list,unknown
so it turns out my card was declined at applebee's and i wanna know why,unknown
when is my oil change expected,unknown
"i didn't get that, please repeat",unknown
have i added my doctor's appointment to my calendar,reminder
can you figure out the meaning of life,emotional-support
"i want to schedule a vacation, can i request that through you",reminder
report that the card has been wrecked,unknown
i want you to send ten dollars from bank of america to capital one,action-item
where were your born,small-talk
i want to switch out of whisper mode,unknown
by which company are you designed by,small-talk
what's the traffic at lexington,unknown
what questions am i allowed to ask,small-talk
what types of questions do you have a response for,small-talk
what topics can you answer questions on,small-talk
i need a list of vaccinations for a trip to paris,unknown
how do you say thank you in spanish,action-item
did i jot down a time to see my accountant on my to do list,action-item
so how is everything,small-talk
was the order delivered,unknown
where did i place my phone,action-item
what is the credit limit for my bank of america card,unknown
please reserve a table for 4 at red robin under the name kevin at 7,action-item
can you repeat that,unknown
how do i get a personal w2 form,unknown
please make the pin on my zion bank account to 3232,unknown
help me wake up with an alarm at 5:30am,reminder
i need to rent a car for may 3rd to may 5th in indianapolis and i'd like a mercedes,unknown
"hi, how are you today",small-talk
are you self employed,unknown
i must know when should i get my oil changed next,unknown
tell me the apr on my mastercard,unknown
my vehicle needs what kind of fuel,unknown
what stuff did i put on my shopping list,unknown
get me a room in cali on november 11 to 15,action-item
can you book me a flight to memphis from st louis on delta airlines,action-item
why isn't it letting me into my bank account,unknown
i need to set the timer for two minutes,reminder
set alarm for 5pm,reminder
what you do at the free time,unknown
could you tell me the status of flight dl123,unknown
can you tell me my vehicles mpg,unknown
i want to hear a joke that’s funny,small-talk
that would be yes,unknown
i need an uber to class tonight on the mainline campus,unknown
how can i change your response language,action-item
set a ten second timer,reminder
"ai, call me deb",small-talk
"i need to book a hotel in ny, queens arrive on 8th and leave on the 13th",action-item
please change pin to 1234 on my bank account trailing in 3829,unknown
i am requesting pto for march 2 and 3,reminder
the meaning of life,emotional-support
who is the one who programmed you,small-talk
will you remove the dinner with june on saturday the 4th at 7pm from my calendar,reminder
would you know where to find my phone,action-item
what do i have on my need to do list,action-item
how much gas does this car use in the city,unknown
i'm saying goodbye now,small-talk
you can call me al,small-talk
thanks for your help,small-talk
"i had a pleasure talking to you, see you later",small-talk
what funny jokes do you know,small-talk
do i have overdraft protection,unknown
how could i say twin in chinese,action-item
i need an alarm set please,reminder
how do you spell syzygy,unknown
where should i go to find the routing number for well's fargo,unknown
what are your capabilities,small-talk
i would like to get a new insurance plan,unknown
which company made you,small-talk
what is the date of your birth,unknown
could you set the alarm,reminder
tell me how to schedule a meeting,reminder
what's the weekend forecast,unknown
give me your best joke,small-talk
special thanks to you,small-talk
find my cellphone for me!,action-item
delete all calendar entries on march 3,reminder
what sort of things are you able to help with,small-talk
quiet now,unknown
i ordered new light bulbs online when will they get here,unknown
"that's all i need, thanks!",small-talk
i need a flight on delta from los angeles to seattle,action-item
"talk to you soon, bye!",small-talk
how long ago did i take my car to the shop,unknown
how can i create a meeting,reminder
pair yourself to my phone if you can,unknown
you're talking too fast,unknown
i'd like to know where you're from,small-talk
i want to know how busy ruby tuesday will be at around 8:45 pm,unknown
indicate something funny on the topic of food,small-talk
take toilet paper off my shopping list,action-item
"can you increase my credit limit to $7,500",unknown
i need ten dollars sent from b of a to washington mutual,action-item
i need to know how much 100 dollars is worth in euros,unknown
do i have a big shopping list,unknown
what's the sort of thing i should ask,small-talk
what kind of mileage does this car get,unknown
make me a reminder that tommorow is trash day,unknown
put appointment on my calendar for tomorrow,reminder
where do you hail from,small-talk
today is what day of the week,unknown
calculate the amount of gas i currently have,unknown
i want you to address me in italian,action-item
fairwell,small-talk
how is my credit limit,unknown
add to friday's calendar a doctor's appointment,reminder
how's everything,small-talk
i want to be called timothy,small-talk
the name you should call me is janet,small-talk
will you tell a joke,small-talk
set a one hour timer,reminder
did i create a task to clean the gutters on my list,action-item
i am thinking of switching to a different insurance plan,unknown
i wanna know the meaning of life,emotional-support
timezone of cuba,unknown
what is the traffic like on the way to kapolei,unknown
do i have peanuts on my shopping list if not please add it,action-item
who has seen my cellphone,action-item
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,action-item
"help, i cannot find my phone",action-item
check my domestic to do list for carpet cleaning,action-item
"that's not right, so no",unknown
schedule family dinner on my calendar on march 8,reminder
speak navajo,action-item
i would like to use my credit card points,unknown
find my phone,action-item
"you're speaking too fast, slow down",unknown
i need to start a timer,reminder
what created you,small-talk
text mollie saying 'i am on my way,unknown
how do i find information about my credit score,unknown
should i know about any travel alerts before traveling in the usa,unknown
get reservations at olive garden for two at 7:00pm under michael,action-item
please set timer for 4 pm,reminder
where you from the usa,small-talk
can you put in a meeting for the blue room on friday,reminder
i've got tax issues and need help obtaining my w2,unknown
"between 9:00 am and 11:00 am, are there meeting rooms available",reminder
help me to understand the conversion between tablespoons and teaspoons,unknown
what's the average review for olive garden,unknown
add eggs to my shopping list if it's not already there,action-item
can you say again,unknown
reserve a table for 4 at red robin under the name kevin at 7,action-item
"nice, excellent!",small-talk
book me a place to chicago from atlanta united airlines,action-item
what taxes do i owe,unknown
can you please set up a meeting for 3:00 on wednesday,reminder
take me to the nearest dairy queen,unknown
i want to be woken up at 9 tomorrow,reminder
i would like you to add milk if it is not on my shopping list already,action-item
i wanna know my credit rating now,unknown
